CSDUID,pop2016,instability_CSDUID,deprivation_CSDUID,dependency_CSDUID,ethniccon_CSDUID,instability_q_CSDUID,deprivation_q_CSDUID,dependency_q_CSDUID,ethniccon_q_CSDUID
3552001,2662,-0.107796141,0.53579242,1.249732135,-1.20905452,4,5,5,1
3552004,1269,-0.135665586,0.377797065,1.015462269,-1.200576343,4,4,4,1
3552013,2656,-0.439342942,0.406105453,0.195362378,-1.078320052,2,4,2,1
3552023,3214,-0.420886186,0.637181402,0.287488517,-0.925127776,2,5,3,2
3552026,4996,-0.019037511,0.195189226,0.623738518,-0.884810115,5,4,4,3
3552028,620,-0.338488977,0.051097737,0.654540975,-1.225359383,3,3,4,1
3552031,342,-0.727824569,-0.042855195,0.374856957,-0.95647045,1,3,3,2
3552036,386,-0.221222717,0.863193745,1.668687671,-1.244228199,3,5,5,1
3552051,386,,,,,,,,
3552052,190,,,,,,,,
3552053,21,,,,,,,,
3552054,85,,,,,,,,
3552058,0,,,,,,,,
3552092,1964,-0.03695603,0.569036907,0.274498483,-0.839405275,4,5,3,3
3552093,2755,-0.31076867,0.248214927,1.129297619,-1.261194314,3,4,5,1
3553005,161531,0.175880826,0.068647821,0.092097194,-0.626745862,5,3,2,4
3553040,116,,,,,,,,
3554001,595,-0.371664053,0.349799216,0.724860241,-1.026670404,3,4,4,2
3554006,313,-0.045955663,0.449775823,1.438979981,-1.219137255,4,4,5,1
3554008,1128,0.266046856,2.019335786,1.022474649,-0.866636719,5,5,4,3
3554014,545,-0.871273311,-0.282766681,0.72179091,-0.870874344,1,2,4,3
3554020,9920,0.065933596,0.08033606,0.635598319,-0.888489034,5,3,4,3
3554021,503,-0.724027983,-0.702324195,0.095548842,-1.031336176,1,1,2,2
3554024,358,-0.839766245,-0.272982427,-0.40581094,-0.730951966,1,2,1,4
3554026,551,-0.666240992,0.227736909,0.092042194,-0.698947421,1,4,2,4
3554029,368,-1.005666219,0.279297968,-0.59257559,-0.847911391,1,4,1,3
3554032,97,,,,,,,,
3554034,223,,,,,,,,
3554036,1166,-0.239091039,0.330725142,0.087033758,-0.900425417,3,4,2,3
3554038,112,,,,,,,,
3554042,420,-0.023902323,0.511858143,0.967029448,-1.262964047,4,5,4,1
3554044,686,-0.750997473,0.721569636,0.370360454,-0.466011879,1,5,3,5
3554049,449,-0.450948226,0.623296865,0.175859027,-1.196520795,2,5,2,1
3554052,1479,0.308720042,0.49176584,0.919113296,-1.068985781,5,5,4,2
3554054,332,-0.069414338,0.534915874,0.498473322,-1.399879431,4,5,3,1
3554056,225,,,,,,,,
3554057,61,,,,,,,,
3554058,609,-0.107634293,1.077294754,1.481463947,-1.49760404,4,5,5,1
3554062,730,0.316897135,0.112135797,0.6317802,-0.965518576,5,3,4,2
3554066,138,,,,,,,,
3554068,7981,0.584825489,0.878772796,0.390314575,-1.037230454,5,5,3,2
3554091,5,,,,,,,,
3554094,3257,-0.502202499,0.732043127,0.562229544,-1.11557131,2,5,4,1
3556014,2438,-0.299850252,0.570214853,0.668789377,-0.816542557,3,5,4,3
3556027,41788,0.00292697,0.240502495,-0.189464507,-0.760829905,5,4,1,4
3556031,4537,-0.00765914,0.274211722,0.964465672,-0.982496805,5,4,4,2
3556033,144,,,,,,,,
3556042,5321,-0.10880241,0.684468622,0.084066723,-0.906110749,4,5,2,2
3556048,1330,-0.147636262,0.998745679,1.575847064,-1.178228308,4,5,5,1
3556052,536,-0.106491498,1.265469239,1.368466627,-1.274043471,4,5,5,1
3556056,1231,-0.269970075,0.084665002,0.624993923,-1.12968643,3,3,4,1
3556066,8292,0.207978847,0.378893607,0.634219165,-0.897384204,5,4,4,3
3556070,762,-0.419167817,0.238600013,0.283125966,-1.181231832,2,4,3,1
3556073,226,,,,,,,,
3556076,5070,0.318003047,-0.042546355,0.53855991,-0.903329473,5,3,3,2
3556077,648,-0.461334101,1.166491495,0.875596451,-1.20765252,2,5,4,1
3556091,0,,,,,,,,
3556092,2865,-0.480671883,0.418019822,-0.140272999,-1.09623795,2,4,2,1
3556093,759,,,,,,,,
3556094,1560,,,,,,,,
3556095,590,,,,,,,,
3556096,0,,,,,,,,
3556098,10,,,,,,,,
3556100,0,,,,,,,,
3556102,94,,,,,,,,
3556106,1481,-0.019655476,1.500447283,-1.341363947,0.015762744,4,5,1,5
3557001,313,-0.094949511,-0.200787722,1.795279901,-1.789886319,4,2,5,1
3557004,307,-0.389591724,-0.727747796,2.410179051,-1.207857896,3,1,5,1
3557006,171,,,,,,,,
3557008,1240,-0.525601309,-0.429715367,1.528667688,-1.167291596,2,2,5,1
3557011,1047,-0.570173945,-0.265338301,0.338527089,-1.201203239,2,2,3,1
3557014,534,-0.53990133,-0.965691373,0.19151664,-0.680042266,2,1,2,4
3557016,751,-0.834529558,0.50691497,0.519453887,-0.806960098,1,5,3,3
3557019,660,-0.540778079,0.063290747,0.814592017,-0.805217372,2,3,4,3
3557021,582,-0.144912418,0.190331383,1.94194548,-1.382721082,4,4,5,1
3557026,124,,,,,,,,
3557028,1286,0.087834296,0.711969099,1.333313035,-1.182585599,5,5,5,1
3557035,1664,-0.401351539,0.659728454,1.281030369,-1.00469185,2,5,5,2
3557038,3472,0.081505846,0.838800035,0.826356652,-0.954428698,5,5,4,2
3557039,712,-0.068423438,2.400861727,1.358117248,-1.342466948,4,5,5,1
3557040,497,-0.286962003,0.154834312,2.051261831,-1.43186579,3,4,5,1
3557041,10741,0.479209654,1.141393868,2.473394038,-0.965148406,5,5,5,2
3557051,1609,-0.509331873,-0.243954917,0.21718285,-0.872889785,2,2,2,3
3557061,73368,0.229642377,0.31765924,0.607747205,-0.663426805,5,4,4,4
3557066,1010,-0.76772812,-0.701546113,0.628824217,-0.834705673,1,1,4,3
3557071,1140,,,,,,,,
3557072,371,,,,,,,,
3557073,411,,,,,,,,
3557074,1125,,,,,,,,
3557075,,,,,,,,,
3557076,2905,-0.020539628,0.147390301,0.283183329,-0.954041855,4,3,3,2
3557077,,,,,,,,,
3557078,77,,,,,,,,
3557079,613,-0.73572702,0.519005633,-0.10125241,-1.110557005,1,5,2,1
3557091,645,0.260768224,0.253783153,-0.078684691,-1.290339012,5,4,2,1
3557094,0,,,,,,,,
3557095,5739,-0.3403795,0.299395877,0.740415951,-1.159491197,3,4,4,1
3557096,980,-0.280767137,1.03542396,-0.558338254,-0.993314833,3,5,1,2
3558001,2055,-0.655317753,-0.090856757,0.220974087,-0.920081765,1,3,2,2
3558003,981,,,,,,,,
3558004,107909,0.288241199,0.269922728,0.293797485,-0.647438918,5,4,3,4
3558011,5922,-0.680495397,-0.707587136,-0.016870837,-0.781415762,1,1,2,4
3558012,474,-0.880546607,0.255043544,-0.052738991,-1.157173046,1,4,2,1
3558016,663,-0.872141839,-0.384120299,0.203438483,-1.004084049,1,2,2,2
3558019,819,-0.607597347,0.263795757,-0.555278486,-1.066758042,1,4,1,2
3558028,2798,-0.436926873,-0.745933974,0.780026127,-1.150825038,2,1,4,1
3558034,316,-0.921076702,0.388597626,0.833200716,-1.010967863,1,4,4,2
3558041,895,-0.379489024,0.502231878,0.75948552,-0.971215355,3,5,4,2
3558044,1642,-0.196593949,1.074064064,0.771111918,-1.105021234,4,5,4,1
3558051,1059,0.056716721,0.130444923,0.393271591,-1.162520291,5,3,3,1
3558054,1611,-0.010108237,-0.435371079,0.406081474,-0.928588368,5,2,3,2
3558059,3273,-0.136011009,-0.138034913,-0.155572494,-0.781658718,4,3,2,4
3558060,197,,,,,,,,
3558061,125,,,,,,,,
3558062,443,,,,,,,,
3558063,89,,,,,,,,
3558064,293,,,,,,,,
3558065,247,,,,,,,,
3558066,1937,-0.214439933,0.690483366,0.789693062,-1.007605444,4,5,4,2
3558067,210,,,,,,,,
3558068,385,,,,,,,,
3558069,184,,,,,,,,
3558075,4636,-0.127626203,0.988603879,0.258714125,-0.899485952,4,5,3,3
3558076,366,,,,,,,,
3558077,0,,,,,,,,
3558080,90,,,,,,,,
3558085,232,,,,,,,,
3558090,5872,-0.381404332,0.203641176,0.557381421,-1.169721073,3,4,4,1
3558095,0,,,,,,,,
3558097,325,,,,,,,,
3558100,0,,,,,,,,
3559001,2753,0.027122379,0.750468114,0.737904308,-1.129883837,5,5,4,1
3559011,969,-0.810179239,-0.686116991,-0.379508942,-0.676261576,1,1,1,4
3559012,7739,0.218944471,0.311953082,0.237644467,-0.886183221,5,4,3,3
3559016,938,-0.690208368,0.097261589,-0.26030162,-0.93171693,1,3,1,2
3559019,1333,-0.431561525,-0.236381327,0.264499379,-0.778817623,2,2,3,4
3559024,638,-1.119864,0.402367413,0.125931679,-0.899406088,1,4,2,3
3559026,283,,,,,,,,
3559030,5,,,,,,,,
3559031,481,-0.82634999,0.573528026,-0.116511761,-0.945924255,1,5,2,2
3559040,468,-0.615476168,-0.502166609,0.967347141,-1.10130109,1,1,4,1
3559042,807,-0.064462174,0.040326163,1.879618306,-1.048790388,4,3,5,2
3559047,230,,,,,,,,
3559048,0,,,,,,,,
3559051,235,,,,,,,,
3559052,10,,,,,,,,
3559053,98,,,,,,,,
3559060,177,,,,,,,,
3559061,115,,,,,,,,
3559062,0,,,,,,,,
3559063,810,,,,,,,,
3559064,157,,,,,,,,
3559065,0,,,,,,,,
3559066,263,,,,,,,,
3559068,211,,,,,,,,
3559069,5,,,,,,,,
3559090,1385,-0.40119341,-0.435289334,0.999370307,-1.245822017,2,2,4,1
3560001,1202,-0.108127372,0.736405525,0.924888374,-1.123726136,4,5,4,1
3560004,575,,,,,,,,
3560005,96,,,,,,,,
3560007,0,,,,,,,,
3560008,567,-0.125653593,0.099812303,1.353854095,-1.216416518,4,3,5,1
3560010,15096,0.022850703,0.066499966,0.075466338,-0.897394862,5,3,2,3
3560021,971,-0.153895645,1.060029976,0.457634692,-1.213254721,4,5,3,1
3560024,224,,,,,,,,
3560027,7749,0.167399844,0.20428963,0.300062126,-0.828290924,5,4,3,3
3560032,995,-0.256998268,0.174859708,-0.581345641,-0.894995224,3,4,1,3
3560034,5272,0.018946119,0.261845464,-0.86283532,-0.609836665,5,4,1,5
3560042,4107,-0.086447004,-0.51499239,-0.588204419,-0.778748565,4,1,1,4
3560046,187,,,,,,,,
3560049,388,-0.086757443,0.931072381,-1.27233052,-0.618323417,4,5,1,4
3560050,1404,,,,,,,,
3560051,1501,,,,,,,,
3560052,252,,,,,,,,
3560053,1014,,,,,,,,
3560054,565,,,,,,,,
3560055,435,,,,,,,,
3560056,974,,,,,,,,
3560057,168,,,,,,,,
3560058,638,,,,,,,,
3560059,886,,,,,,,,
3560060,95,,,,,,,,
3560061,827,,,,,,,,
3560063,371,,,,,,,,
3560064,151,,,,,,,,
3560065,62,,,,,,,,
3560066,421,,,,,,,,
3560067,473,,,,,,,,
3560068,391,,,,,,,,
3560069,140,,,,,,,,
3560070,867,,,,,,,,
3560071,2017,,,,,,,,
3560075,1024,,,,,,,,
3560076,514,,,,,,,,
3560077,,,,,,,,,
3560078,361,,,,,,,,
3560079,778,,,,,,,,
3560080,293,,,,,,,,
3560081,0,,,,,,,,
3560082,71,,,,,,,,
3560083,124,,,,,,,,
3560084,70,,,,,,,,
3560085,593,,,,,,,,
3560086,382,,,,,,,,
3560088,440,,,,,,,,
3560089,194,,,,,,,,
3560090,6737,-0.530433354,0.183933747,0.688176083,-1.192331445,2,4,4,1
3560091,195,,,,,,,,
3560093,237,,,,,,,,
3560095,355,,,,,,,,
3560096,849,,,,,,,,
3560097,281,,,,,,,,
3560098,511,,,,,,,,
3560100,22,,,,,,,,
3560102,0,,,,,,,,
3560104,421,,,,,,,,
