"CSDUID","Deprivation","EthnicCon","Name","under20","20s","30s","40s","50s","60s","70s","over80","DeprivationModifier","EthnicModifier"
3554006,4,1,"Latchford (T)",1.16732231269897e-05,1.42025280499929e-05,1.17637717004826e-05,1.942324073997e-05,3.4346556757685e-05,4.75134621476085e-05,4.35179946908046e-05,2.53659031529818e-05,0.0509556829395033,0.132321125759746
3554008,5,3,"Cobalt (T)",7.83773552812163e-05,5.96506178099702e-05,7.35235731280163e-05,7.21434656056028e-05,0.000100586344790363,0.000101362052581565,0.000119674485399713,9.30083115609331e-05,0.928687915673553,0.242733923355498
3554014,2,3,"Harris (TP)",4.16900825963916e-05,1.98835392699901e-05,3.52913151014478e-05,3.32969841256628e-05,5.15198351365276e-05,6.65188470066519e-05,4.89577440271552e-05,3.38212042039757e-05,0.00546212244529098,0.242733923355498
3554020,3,3,"Temiskaming Shores (CY)",0.000707063800834802,0.000570941627609715,0.000638184614751182,0.000654840687804702,0.000733544319324845,0.000912258473234083,0.00103355237390661,0.00109073383557822,0.0134241486659534,0.242733923355498
3554021,1,2,"Hudson (TP)",3.5019669380969e-05,2.27240448799886e-05,3.52913151014478e-05,2.77474867713857e-05,5.39731606192194e-05,5.38485904339563e-05,3.80782453544541e-05,4.22765052549696e-05,0.00147013027569939,0.169346756980225
3554024,2,4,"Kerns (TP)",3.5019669380969e-05,2.55645504899872e-05,2.35275434009652e-05,2.49727380942471e-05,2.45332548269179e-05,3.48432055749129e-05,2.71987466817529e-05,3.38212042039757e-05,0.00546212244529098,0.397478022900578
3554026,4,4,"Harley (TP)",4.83604958118143e-05,2.84050560999858e-05,3.52913151014478e-05,3.60717328028014e-05,4.41598586884522e-05,5.70161545771302e-05,3.80782453544541e-05,2.53659031529818e-05,0.0509556829395033,0.397478022900578
3554029,4,3,"Casey (TP)",3.5019669380969e-05,1.98835392699901e-05,3.23503721763272e-05,2.49727380942471e-05,3.67998822403768e-05,2.53405131453912e-05,1.63192480090517e-05,1.69106021019878e-05,0.0509556829395033,0.242733923355498
3554036,4,3,"Armstrong (TP)",9.83885949274843e-05,7.38531458599631e-05,8.82282877536196e-05,6.65939682513256e-05,8.58663918942126e-05,0.000104529616724739,0.000108794986727012,7.60977094589453e-05,0.0509556829395033,0.242733923355498
3554042,5,1,"James (TP)",2.16788429501237e-05,2.27240448799886e-05,2.05866004758446e-05,3.05222354485242e-05,4.6613184171144e-05,4.11783338612607e-05,4.89577440271552e-05,4.22765052549696e-05,0.928687915673553,0.132321125759746
3554044,5,5,"Charlton and Dack (MU)",7.0039338761938e-05,4.26075841499787e-05,4.41141438768098e-05,5.27202248656328e-05,4.6613184171144e-05,5.70161545771302e-05,4.35179946908046e-05,1.69106021019878e-05,0.928687915673553,0.0581201710039534
3554049,5,1,"Evanturel (TP)",3.5019669380969e-05,2.27240448799886e-05,3.23503721763272e-05,2.77474867713857e-05,3.67998822403768e-05,4.11783338612607e-05,4.35179946908046e-05,3.38212042039757e-05,0.928687915673553,0.132321125759746
3554052,5,2,"Englehart (T)",9.67209916236286e-05,9.37366851299531e-05,9.41101736038609e-05,9.43414550227113e-05,9.3226368342288e-05,0.000161545771301869,0.000141433482745115,0.000202927225223854,0.928687915673553,0.169346756980225
3554054,5,1,"Chamberlain (TP)",2.0011239646268e-05,1.98835392699901e-05,2.64684863260859e-05,2.21979894171085e-05,2.20799293442261e-05,3.1675641431739e-05,4.35179946908046e-05,3.38212042039757e-05,0.928687915673553,0.132321125759746
3554058,5,1,"McGarry (TP)",3.33520660771133e-05,2.84050560999858e-05,2.94094292512065e-05,2.77474867713857e-05,7.11464389980619e-05,6.96864111498258e-05,7.07167413725575e-05,5.91871073569574e-05,0.928687915673553,0.132321125759746
